,StartDate,EndDate,Duration (in seconds),Finished,RecordedDate,ResponseId,Q1,Q2,gender,age_group,rgn_nm,bmclub,division,memberNo,SEG,weight
357,2025-10-16 17:13:52,2025-10-16 17:15:01,68,TRUE,2025-10-16 17:15:02,R_4zhCxhU7nHXsctE,8 ,필요한 품물을 빠르게 받을 수 있고 쿠폰을 사용해서 저렴하게 구매할 수 있음,FEMALE,40대,수도권,구독,[Store],1.70509E+11,FEMALE40대,
359,2025-10-16 17:14:09,2025-10-16 17:15:04,55,TRUE,2025-10-16 17:15:06,R_4oWQ6dgYiTUtMSz,10 ,쿠폰 이용하면 더 저렴한 가격에 구입할수있어서,FEMALE,40대,수도권,구독,[Store],2.30916E+11,FEMALE40대,
364,2025-10-16 17:14:56,2025-10-16 17:15:12,16,TRUE,2025-10-16 17:15:13,R_9NPv3Y060PgIcts,2 ,마트보다 너무 비쌉니다,FEMALE,40대,수도권,미구독,[BMART],2.00404E+11,FEMALE40대,
372,2025-10-16 17:13:27,2025-10-16 17:15:35,128,TRUE,2025-10-16 17:15:36,R_47qtyuX8wEwgXh7,7 ,"실시간 배달로 장을볼수있어서 편리하나
물건이 다양하지않은점과 로켓프레시와 비교했을때 가격이 비싼점이 아쉽습니다
",FEMALE,40대,수도권,구독,[Store],1.6033E+11,FEMALE40대,
373,2025-10-16 17:13:47,2025-10-16 17:15:37,109,TRUE,2025-10-16 17:15:38,R_496eaVVLNedcERw,10 ,비마트엔 없는게 없을 정도로 상품 다양하고 배달 제일 빠르고 할인도 많이 돼서 적극 추천하고 있습니다,FEMALE,40대,수도권,구독,[BMART],1.61209E+11,FEMALE40대,
378,2025-10-16 17:06:57,2025-10-16 17:15:42,524,TRUE,2025-10-16 17:15:43,R_9HpqrC9WYWyTWmK,10 ,"급하게 식재료가 필요하거나 할때 바로 배송이 되서 좋아요. 게래서  냉동 같은 경우,  다른곳에서 주문했을때 보다 냉동 유지가 잘되서 배송되는게 좋습니다(가격이 가장 높긴 합니다^^:) 
배송이나 제품에 대한 문제가 발생했을때도 문제 해결과정이 복잡하지 않아서 좋아요 ",FEMALE,40대,수도권,미구독,[BMART],1.51012E+11,FEMALE40대,
380,2025-10-16 17:15:14,2025-10-16 17:15:48,33,TRUE,2025-10-16 17:15:49,R_9M6SKMsOnxq9ayC,10 ,배달이 빠르고 물건도 좋아요,FEMALE,40대,수도권,구독,[BMART],2.21225E+11,FEMALE40대,
383,2025-10-16 17:15:13,2025-10-16 17:15:52,38,TRUE,2025-10-16 17:15:53,R_9OPvjtubow532Ai,10 ,빠른배달 !!!!,FEMALE,40대,수도권,구독,[BMART],1.90102E+11,FEMALE40대,
384,2025-10-16 17:15:41,2025-10-16 17:15:55,13,TRUE,2025-10-16 17:15:57,R_93W7TF9s5WK6L1G,8 ,편하고 빨리옴,FEMALE,40대,수도권,미구독,[BMART],1.51104E+11,FEMALE40대,
386,2025-10-16 17:15:22,2025-10-16 17:16:03,40,TRUE,2025-10-16 17:16:04,R_974pdcaDZ2XONxL,10 ,"바로 장보기 가능해서 , 새벽예약도 가능해서 좋습니다",FEMALE,40대,수도권,구독,"[BMART, Store]",2.00208E+11,FEMALE40대,
390,2025-10-16 17:15:54,2025-10-16 17:16:22,27,TRUE,2025-10-16 17:16:24,R_9h6nR7UC5YfuWjU,8 ,할인쿠폰이 있어 좋어요,FEMALE,40대,수도권,구독,[Store],1.41124E+11,FEMALE40대,
391,2025-10-16 17:16:02,2025-10-16 17:16:27,25,TRUE,2025-10-16 17:16:29,R_9HE95HVa3tjXeg1,9 ,급할때 장보기 편리함,FEMALE,40대,수도권,구독,"[BMART, Store]",1.41117E+11,FEMALE40대,
399,2025-10-16 17:16:16,2025-10-16 17:16:56,40,TRUE,2025-10-16 17:16:58,R_4INp54kJIEJMrjE,8 ,원하는걸 바로 구입하고 배송 받을수 있어서,FEMALE,40대,수도권,구독,[BMART],1.80106E+11,FEMALE40대,
421,2025-10-16 17:17:13,2025-10-16 17:17:54,41,TRUE,2025-10-16 17:17:55,R_4ttrJgH1A38X5fj,10 ,제품상태 포장 배달시간 두루두루 만족합니다 ,FEMALE,40대,수도권,미구독,[BMART],1.90722E+11,FEMALE40대,
423,2025-10-16 17:17:23,2025-10-16 17:18:05,42,TRUE,2025-10-16 17:18:07,R_9iO4umzmqHKZFVh,10 ,바로 배달와서 편하고 좋아요!,FEMALE,40대,수도권,구독,"[BMART, Store]",2.10812E+11,FEMALE40대,
426,2025-10-16 17:10:41,2025-10-16 17:18:18,457,TRUE,2025-10-16 17:18:19,R_42FTQ2zNj2ffqEr,10 ,"비마트 위주로 이용하는 사람으로 신선식품들이 아주 싱싱하며 소량 상품들도 있어 좋아요.  한번씩 올라오는 세일상품들도 좋아요~
그리고 배민이지  상품들은 가격대비 양과 맛이 아주 좋습니다. 약속시간에 맞는 빠른배송과  재활용 봉투포장이 최고로 좋아요.
",FEMALE,40대,수도권,구독,[BMART],1.50116E+11,FEMALE40대,
430,2025-10-16 17:17:56,2025-10-16 17:18:22,25,TRUE,2025-10-16 17:18:23,R_91Zx8PfWavvlnes,10 ,배달이 빠르고 이벤트 행사가 많아요,FEMALE,40대,수도권,미구독,[BMART],1.50621E+11,FEMALE40대,
432,2025-10-16 17:18:07,2025-10-16 17:18:27,20,TRUE,2025-10-16 17:18:28,R_9pxLeWQSSRLgOFW,10 ,편하고 할인 좋습니다 ,FEMALE,40대,수도권,구독,[BMART],1.80724E+11,FEMALE40대,
436,2025-10-16 17:17:04,2025-10-16 17:18:34,90,TRUE,2025-10-16 17:18:35,R_94NS1jZf5TlIpG1,10 ,"급하게 필요할때 주문하면 배달도 빠르고 
원하는 상품들도 많이 있고  
신선식품들도 전반적으로 다 신선하고 좋아요~",FEMALE,40대,수도권,구독,[BMART],1.90616E+11,FEMALE40대,
441,2025-10-16 17:16:34,2025-10-16 17:18:45,130,TRUE,2025-10-16 17:18:46,R_9lag1NeJUqCPCXR,6 ,B마트 배달 포장이 엉망진창이예요.채소 같은건 조심히 다뤄 주시면 좋겠습니다 ,FEMALE,40대,수도권,구독,[BMART],2.00214E+11,FEMALE40대,
443,2025-10-16 17:16:14,2025-10-16 17:18:47,153,TRUE,2025-10-16 17:18:48,R_4Q5SYrySm6c7i96,5 ,"제품정보 원산지 성분내용 부분이 변경전후 둘다 나와있어서 뭐가 맞는지 모르겠어요 
국내산성분만 보고 빨리 받아볼수있어서 급하게 시켰는데 받아보니 수입산성분이네요...  제품받아보고 상세설명 내려보니 아래 이미지가 또 있네요... 

빠른배달은 좋아요 
정확한 정보 잘나와있으면 좋겠네요",FEMALE,40대,수도권,미구독,[BMART],2.41111E+11,FEMALE40대,
444,2025-10-16 17:16:32,2025-10-16 17:18:56,144,TRUE,2025-10-16 17:18:57,R_9xzaBhoPCkgKSTT,9 ,"가장 큰 장점은 보통 늦어도 1시간 내에는 바로 받아볼수 있고 
마트에서 구매할수 있는거 보다 상품들 자체가 다양해서 좋아요. 
그리고 할인하는 품목들도 많아서 좋아요. ",FEMALE,40대,수도권,미구독,[BMART],1.70708E+11,FEMALE40대,
451,2025-10-16 17:18:34,2025-10-16 17:19:27,52,TRUE,2025-10-16 17:19:28,R_91iz1t7k37CkxBl,9 ,"굉장히 빠르고 편하게 장볼수있고 무겁거나
특이한거(생수,솜사탕,무화과등등)도 구매가능함",FEMALE,40대,수도권,구독,"[BMART, Store]",2.11115E+11,FEMALE40대,
456,2025-10-16 17:19:03,2025-10-16 17:19:50,46,TRUE,2025-10-16 17:19:51,R_4s6LshRgfJFm3Nb,10 ,주문을 하면 배송이 빨라서 좋아요,FEMALE,40대,수도권,미구독,[Store],1.91115E+11,FEMALE40대,
472,2025-10-16 17:20:04,2025-10-16 17:20:41,36,TRUE,2025-10-16 17:20:42,R_4rVdWxbLwI2CfAX,10 ,빠른배송 다양한물건 유용해요,FEMALE,40대,수도권,구독,[BMART],1.80803E+11,FEMALE40대,
478,2025-10-16 17:11:15,2025-10-16 17:20:57,581,TRUE,2025-10-16 17:20:58,R_4Tw3eWWlCXfvekI,7 ,편리하지만 가끔 예상시간보다 너무 늦을때가 있어요,FEMALE,40대,수도권,구독,[BMART],2.20808E+11,FEMALE40대,
481,2025-10-16 17:20:07,2025-10-16 17:21:00,53,TRUE,2025-10-16 17:21:02,R_9oqhw1Zb1eZGkuj,7 ,"간편하고 빠르게 배달가능.
상품의 다양성 부죽",FEMALE,40대,수도권,구독,[BMART],2.20713E+11,FEMALE40대,
483,2025-10-16 17:19:31,2025-10-16 17:21:06,94,TRUE,2025-10-16 17:21:07,R_9eVvfgiUQ5qHWWf,8 ,급하게 필요한 식자재를 바로 구입할 수 있고 가끔 특가나 이벤트를 통해 저렴한 가격에 신제품을 체험 또는 이용해볼 수 있어서 좋아요,FEMALE,40대,수도권,미구독,[BMART],2.40321E+11,FEMALE40대,
484,2025-10-16 17:20:28,2025-10-16 17:21:08,40,TRUE,2025-10-16 17:21:10,R_9IjFqoODk1iugw1,6 ,아직 배민 마트가 많이 알려져있지않음,FEMALE,40대,수도권,구독,[BMART],2.10828E+11,FEMALE40대,
485,2025-10-16 17:20:38,2025-10-16 17:21:21,43,TRUE,2025-10-16 17:21:23,R_4fXI06RYMofhWdr,2 ,"오배송건.
처음 대처가 화나게함.
",FEMALE,40대,수도권,미구독,[BMART],2.50829E+11,FEMALE40대,
489,2025-10-16 17:21:06,2025-10-16 17:21:33,26,TRUE,2025-10-16 17:21:34,R_9CelP9dCmir0wUv,10 ,빠른 배달과 편리함,FEMALE,40대,수도권,구독,[Store],2.00218E+11,FEMALE40대,
494,2025-10-16 17:21:07,2025-10-16 17:21:53,45,TRUE,2025-10-16 17:21:54,R_4IbYS5hfy08gtzo,9 ,급할때용이하게사용가능♡,FEMALE,40대,수도권,미구독,"[BMART, Store]",2.20325E+11,FEMALE40대,
496,2025-10-16 17:21:37,2025-10-16 17:22:00,23,TRUE,2025-10-16 17:22:01,R_9cQTbKAJVECsOqZ,9 ,배송도 빠르고 포장도 마음에 듭니다.,FEMALE,40대,수도권,미구독,[Store],2.30818E+11,FEMALE40대,
503,2025-10-16 17:21:16,2025-10-16 17:22:15,58,TRUE,2025-10-16 17:22:15,R_9fV6vracVV0a7AE,8 ,빠른배송과 할인쿠폰,FEMALE,40대,수도권,구독,[BMART],2.00717E+11,FEMALE40대,
504,2025-10-16 17:20:27,2025-10-16 17:22:23,115,TRUE,2025-10-16 17:22:25,R_472sL5lqkNPvBTg,7 ,"빨리 받고싶을때 최고입다.
근데 무료배쏭금액을 은근히 채으기.힘들때가 있어서 망설여 질때가 있어요 


",FEMALE,40대,수도권,구독,[BMART],2.10724E+11,FEMALE40대,
511,2025-10-16 17:22:19,2025-10-16 17:22:45,26,TRUE,2025-10-16 17:22:46,R_9D6V8ZyeHaHuPaz,6 ,바쁠때 유용,FEMALE,40대,수도권,구독,[Store],1.80621E+11,FEMALE40대,
514,2025-10-16 17:06:18,2025-10-16 17:22:47,988,TRUE,2025-10-16 17:22:49,R_4qNjcOFaJFkhNgl,10 ,빠른 배달 ,FEMALE,40대,수도권,구독,"[BMART, Store]",2.30121E+11,FEMALE40대,
532,2025-10-16 17:20:41,2025-10-16 17:24:11,209,TRUE,2025-10-16 17:24:12,R_4WPAQ6i4uLLIWel,8 ,일인가구를 위한 일인분 배달(배송비 무료)이 있어서 좋고 비마트도 편리하게 장볼수있어서 좋음 그치만 간혹 배달오류로 인한 오래 기다릴때가 있는점은 개선되면 좋겠음,FEMALE,40대,수도권,미구독,[BMART],2.10117E+11,FEMALE40대,
534,2025-10-16 17:23:40,2025-10-16 17:24:26,46,TRUE,2025-10-16 17:24:27,R_9nOYryGrNT4UjWJ,8 ,빠른배달이 좋음..,FEMALE,40대,수도권,구독,[BMART],1.81102E+11,FEMALE40대,
549,2025-10-16 17:24:34,2025-10-16 17:25:33,58,TRUE,2025-10-16 17:25:34,R_9qUrOQn4gmSp7AE,10 ,"배민마트에만 있는 상품도 있고  과일,채소는 품질이 좋은편이라 만족함",FEMALE,40대,수도권,구독,[BMART],1.80201E+11,FEMALE40대,
551,2025-10-16 17:25:05,2025-10-16 17:25:37,31,TRUE,2025-10-16 17:25:38,R_95KKXnKu3hNqSln,5 ,워낙 많으니 굳이 추천까지,FEMALE,40대,수도권,구독,"[BMART, Store]",1.80822E+11,FEMALE40대,
557,2025-10-16 17:25:31,2025-10-16 17:25:57,25,TRUE,2025-10-16 17:25:58,R_9XdR3pv8GbMdjGg,10 ,편리해요 저렴 해여,FEMALE,40대,수도권,구독,[BMART],1.90424E+11,FEMALE40대,
558,2025-10-16 17:25:34,2025-10-16 17:26:01,26,TRUE,2025-10-16 17:26:02,R_95R6pF7AuDyvvXS,10 ,편리.빠른배송.할인.쿠폰 다 만족,FEMALE,40대,수도권,미구독,[BMART],1.71031E+11,FEMALE40대,
559,2025-10-16 17:24:05,2025-10-16 17:26:01,116,TRUE,2025-10-16 17:26:02,R_9Scu7kFG3Etqbqx,10 ,편하고 빠른배달에 매우 만족하며 자주이용하고 있음.음료 용량도 이전보다 늘어나서 좋아졌음,FEMALE,40대,수도권,구독,[BMART],2.10407E+11,FEMALE40대,
565,2025-10-16 17:25:39,2025-10-16 17:26:40,61,TRUE,2025-10-16 17:26:41,R_9DAUuhNI68N43r0,10 ,신상도 많고 무엇보다 급하게필요한물품이 신속한 배달에 대만족,FEMALE,40대,수도권,구독,"[BMART, Store]",1.50509E+11,FEMALE40대,
578,2025-10-16 17:26:59,2025-10-16 17:28:09,69,TRUE,2025-10-16 17:28:11,R_9TRHHVc8CGHoK0m,8 ,앱 이용이 쉬워서 좋은데 전용앱에서 살수 있는 물건을 못사는건 아쉬움,FEMALE,40대,수도권,미구독,[Store],1.81005E+11,FEMALE40대,
579,2025-10-16 17:27:11,2025-10-16 17:28:14,62,TRUE,2025-10-16 17:28:15,R_9ImCE84O3wW7oV3,7 ,"기본 할인율이 있고, 필요한물건을 시간내로 배달받을수 있어서",FEMALE,40대,수도권,구독,"[BMART, Store]",1.50827E+11,FEMALE40대,
584,2025-10-16 17:27:40,2025-10-16 17:28:26,46,TRUE,2025-10-16 17:28:27,R_94cbDjBa3r0nIC5,5 ,편의점보다 비싼 제품이 많음 ,FEMALE,40대,수도권,구독,[BMART],2.01404E+11,FEMALE40대,
585,2025-10-16 17:28:03,2025-10-16 17:28:26,23,TRUE,2025-10-16 17:28:27,R_9y18U6S7NSNRyPn,8 ,장보기가 편하다,FEMALE,40대,수도권,미구독,[BMART],2.30509E+11,FEMALE40대,
592,2025-10-16 17:27:59,2025-10-16 17:28:46,47,TRUE,2025-10-16 17:28:47,R_9GEpO3zhn3aZiho,10 ,"빠른배송, 저렴한가격, 품질좋음",FEMALE,40대,수도권,구독,[BMART],2.00131E+11,FEMALE40대,
593,2025-10-16 17:28:23,2025-10-16 17:28:49,26,TRUE,2025-10-16 17:28:50,R_9SNByEabuKqR0OZ,10 ,필요할때급할때아주좋아요,FEMALE,40대,수도권,구독,[BMART],1.71203E+11,FEMALE40대,
598,2025-10-16 17:28:40,2025-10-16 17:29:13,32,TRUE,2025-10-16 17:29:14,R_9uBY0GU3vA8qpYl,8 ,급하게 필요할때 좋고 특히 세일가격대가 좋아요.,FEMALE,40대,수도권,구독,[BMART],1.70617E+11,FEMALE40대,
605,2025-10-16 17:29:13,2025-10-16 17:30:03,50,TRUE,2025-10-16 17:30:04,R_9nnsHSbTQSykz3b,8 ,"급할때 시키기
좋다
배민마트에사만 구매할수있는 제품들이 있다",FEMALE,40대,수도권,미구독,[Store],1.90519E+11,FEMALE40대,
613,2025-10-16 17:30:02,2025-10-16 17:30:29,26,TRUE,2025-10-16 17:30:30,R_91cgWuLFgOx7vCc,10 ,빠른배송과안전한 제품배송,FEMALE,40대,수도권,구독,"[BMART, Store]",2.00518E+11,FEMALE40대,
615,2025-10-16 17:30:07,2025-10-16 17:30:35,28,TRUE,2025-10-16 17:30:36,R_9oclOPmHZsRmZCv,10 ,세일하면 배달도 빠르고 넘 조음,FEMALE,40대,수도권,미구독,[BMART],1.8093E+11,FEMALE40대,
617,2025-10-16 17:29:53,2025-10-16 17:30:48,55,TRUE,2025-10-16 17:30:49,R_9nCpyLjTC4ahnAV,6 ,"점점 구매하고 싶은 상품들이 줄어들고 있어 아쉽
",FEMALE,40대,수도권,구독,[BMART],1.80322E+11,FEMALE40대,
619,2025-10-16 17:30:41,2025-10-16 17:31:09,27,TRUE,2025-10-16 17:31:10,R_4gPTTO962Rb3ymZ,8 ,"쿠폰적용,특가이벤트",FEMALE,40대,수도권,미구독,[BMART],1.90514E+11,FEMALE40대,
620,2025-10-16 17:30:27,2025-10-16 17:31:13,46,TRUE,2025-10-16 17:31:14,R_4ZNZYFOLFx2Oll9,9 ,"할인쿠폰
편리하고 빠른배송",FEMALE,40대,수도권,구독,[Store],2.00528E+11,FEMALE40대,
628,2025-10-16 17:32:00,2025-10-16 17:32:20,20,TRUE,2025-10-16 17:32:21,R_4BPi4tHzzyupbHT,10 ,편리해요,FEMALE,40대,수도권,구독,[Store],2.20513E+11,FEMALE40대,
632,2025-10-16 17:32:24,2025-10-16 17:32:44,20,TRUE,2025-10-16 17:32:45,R_4JmY59ldnGTgI3T,10 ,마감세일 득템 좋아요!,FEMALE,40대,수도권,구독,[BMART],2.31022E+11,FEMALE40대,
644,2025-10-16 17:33:18,2025-10-16 17:34:06,47,TRUE,2025-10-16 17:34:07,R_4EzrNmy7iQrlzAO,10 ,장보지못햇을때 빨리장볼수 잇어서 유용하게 쓰임,FEMALE,40대,수도권,미구독,[BMART],1.91213E+11,FEMALE40대,
647,2025-10-16 17:33:45,2025-10-16 17:34:13,28,TRUE,2025-10-16 17:34:15,R_9zCYyZQi4QUJOWB,8 ,편하고 물건이 다양하고 저렴해요,FEMALE,40대,수도권,구독,[BMART],1.61216E+11,FEMALE40대,
666,2025-10-16 17:35:40,2025-10-16 17:36:21,41,TRUE,2025-10-16 17:36:23,R_9jiCTIyrumfwrfr,10 ,오프라인장보기가 어려울때 아주 요긴해요~~,FEMALE,40대,수도권,구독,[BMART],1.60904E+11,FEMALE40대,
669,2025-10-16 17:35:58,2025-10-16 17:36:49,51,TRUE,2025-10-16 17:36:50,R_4FKiPyaoHBfKoGs,8 ,품질 좋고 쿠폰 할인 많음. 배달이 신속.,FEMALE,40대,수도권,구독,[BMART],1.50905E+11,FEMALE40대,
671,2025-10-16 17:33:43,2025-10-16 17:36:59,196,TRUE,2025-10-16 17:37:01,R_92QTy0NnMA3zrt7,5 ,"예로 빨래집개를 구입하고 싶었으나 품절이고 종류도 1가지만 있었음
다수없는 품목도 많았음
포장도 부실하고 성의없음 
봉투가 찢어진적 있음 ",FEMALE,40대,수도권,미구독,[BMART],1.80116E+11,FEMALE40대,
679,2025-10-16 17:37:45,2025-10-16 17:38:07,22,TRUE,2025-10-16 17:38:08,R_4rHcbJBXbHvU4KS,10 ,너무편하고 쉽습니다,FEMALE,40대,수도권,미구독,[BMART],2.10613E+11,FEMALE40대,
683,2025-10-16 17:37:51,2025-10-16 17:38:53,61,TRUE,2025-10-16 17:38:54,R_4o0AFR82i2HZRXX,7 ,빠른 배송이나 할인은 좋지만 무료배달 또는 쿠폰 적용을 위한 금액 허들이 높아 아쉬움 ,FEMALE,40대,수도권,구독,[BMART],1.61224E+11,FEMALE40대,
684,2025-10-16 17:38:34,2025-10-16 17:39:35,61,TRUE,2025-10-16 17:39:36,R_9fkjAfBdB76YH16,10 ,집에서 편하게 마트 제품을 받을 수 있어서 추천합니다,FEMALE,40대,수도권,미구독,[BMART],2.10812E+11,FEMALE40대,
688,2025-10-16 17:39:02,2025-10-16 17:40:15,73,TRUE,2025-10-16 17:40:16,R_97RspBJXhdB9FQJ,8 ,시간에 제약이 많지않고 타임딜처럼 좋은제품을 좋은가격에 구매할 수 있는기회가 많고 배달이 빠르고 신속함,FEMALE,40대,수도권,구독,[Store],1.50225E+11,FEMALE40대,
690,2025-10-16 17:40:12,2025-10-16 17:41:03,51,TRUE,2025-10-16 17:41:04,R_9YDjblEE5F3riNd,10 ,"필요한 물건을 바로바로 배달시켜서
받을수 있어서 좋아요~",FEMALE,40대,수도권,구독,[BMART],1.60305E+11,FEMALE40대,
699,2025-10-16 17:40:20,2025-10-16 17:43:26,185,TRUE,2025-10-16 17:43:27,R_9iPuiq9EJYosJk9,10 ,"급할때 나, 편하게 받고싶을 때
현관앞까지 갖다준다는게 너무 좋아요!
그리고 세일도 자주해서 궂이 마트까지 안가도
돼서 좋음^^",FEMALE,40대,수도권,구독,[BMART],2.20728E+11,FEMALE40대,
701,2025-10-16 17:08:41,2025-10-16 17:44:24,2143,TRUE,2025-10-16 17:44:26,R_4SuGSvQSVtKakY6,1 ,"간편하고 사용하기 좋아 자주주문하다보면 할인을 받게 됩니다. 그러다보면 물건이 제대로 안오거나 업체 마음대로 다른 제품을 보내는 경우가 있습니다. 그럴때 대처방안이 중요한데 연락하면 점만 죄송하다고 다시보낸다고하시면 배달비도있고 넘어가는 경우도 있습니다.다만 아예 연결이 안되거나 다음주문에 챙기겠다. 별거아닌거에 연락했다는 듯 제가 이상한 사람이 되는 경우에는 배민으로 연락합니다.근래상담했던 남자상담사분은 늦은시간에 1400원자리 커피하나와 2+1제품중 제가 주문한 제품이 아닌업체의사대로 보낸 대체상품으로 불편접수를 했는데 업주가 연락이 안돼서  취소도 안되고 해결도 안되고 다음날이 본인 휴무일이라 는것을 말하는 등 이틀은 걸린다고 하더군요. 점점 열받아서 해결해달라 이틀기다리겠다고 했습니다. 그 다음날 편의점 담당부서에서 연락와서 상담내용 전달을 알게됐습니다. 그 남자상담사분이 잘못전달해서 편의점측에서 커피하나를 더비싼 음료로 대신보낸거라는 오해를 하고 있었습니다. 기분상함. 짜증남. 그럴거면 밤 11시가 넘는 시간에 왜 붙잡고 제대로 듣고 상담해주는것도 아니고 다른사람의 시간을 낭비하게 만드는걸까요?  일부겠지만 이래서 소액은 그냥포기하게 되는거아닐까요?  배민그만쓸까 하는 생각을하는게 아닐까요? 
그 이틀째인 오늘 그 남자상담사는 연락이없습니다.
커피값 1400원은 한불받았고  맘대로보낸 대체상품은 점주께서 베푼다고 하시길래 오해하지말라고 난 내돈내고 주문한 물품을 못받은거고 더받은거 없다고 기분상해서 됐다고 했습니다. 상담사의 중요함인데.. 이래서야..휴무일 잘쉬시고 오시니 해결됨 표시가 있었나요?
한번더 시간 낭비인 경험을 해봤습니다.1400원 ㅋ 원치않던 음료..버렸으면 될것을 대략 3100원  물품때문에 수면시간 2시간이 줄었습니다. 참 값비싼 경험이었습니다. 수많은 주문중에 한번인 일일수도 있지만 전 한번의 주문에 생긴 불편한 상황인 겁니다. 그래서 전 그한번의 기억으로 추천은 못합니다. ",FEMALE,40대,수도권,구독,"[BMART, Store]",1.90201E+11,FEMALE40대,
708,2025-10-16 17:45:23,2025-10-16 17:45:43,20,TRUE,2025-10-16 17:45:44,R_9JY7YfI3cH92eIh,6 ,"빠른 배송, 다양한 구색",FEMALE,40대,수도권,미구독,[BMART],1.80727E+11,FEMALE40대,
720,2025-10-16 17:47:49,2025-10-16 17:48:21,32,TRUE,2025-10-16 17:48:22,R_9feBfOXk3HA9zvk,10 ,주문이편하고 배달이 빠름 할인도 자주함,FEMALE,40대,수도권,구독,"[BMART, Store]",1.50919E+11,FEMALE40대,
726,2025-10-16 17:48:50,2025-10-16 17:49:45,54,TRUE,2025-10-16 17:49:46,R_9Q7GjkcK0XpqFTX,10 ,동네슈퍼가 일요일 휴무일때 배민 B마트 사용시 배달도 빠르고 편리해서 주변 사람들에게 추천하고 있습니다.,FEMALE,40대,수도권,구독,[BMART],1.80806E+11,FEMALE40대,
730,2025-10-16 17:49:58,2025-10-16 17:50:32,33,TRUE,2025-10-16 17:50:33,R_4qVRxEDwQBBTS7f,10 ,배송도 빠르고 할인도 많아요,FEMALE,40대,수도권,구독,[BMART],1.61217E+11,FEMALE40대,
735,2025-10-16 17:49:59,2025-10-16 17:52:08,128,TRUE,2025-10-16 17:52:09,R_4ae2OcXhzdv43Bv,8 ,"가장큰장점은 바로배달 받아볼수있다는점
그리고 가격이 다른마트에 비해 크게 차이나지 않는다 마트보다 쌀 때도있다
마감세일코너가 매력있다",FEMALE,40대,수도권,구독,"[BMART, Store]",1.90525E+11,FEMALE40대,
751,2025-10-16 17:54:39,2025-10-16 17:55:17,37,TRUE,2025-10-16 17:55:18,R_4QXNEF7OeiGIID9,7 ,"빠른시간안에 배송되는점은 매우좋으나
상품이 제한적이다",FEMALE,40대,수도권,미구독,[BMART],1.80728E+11,FEMALE40대,
